Orig Order,RTH #,RSH #,TH,SH,Hanzi Parts of Speech,RTH Keyword,RSH Keyword,RTH Read,TH Read,SH Freq Meaning,SH Freq Pinyin,SH Freq,SH Freq Rank,SH Freq Group,Opt RTH,Opt RSH,RTH Lesson,RTH Merge Lesson,RSH Lesson,RSH Lesson Merged,SH and TH check,SH and TH keywords
375,375,400,衣,衣,,clothing,clothing,yī,yī|yì,"clothes, gown/to dress/to wear",yi1/yi4,0.03%,725,3,662,665,RTH1-L18,RTH1-L18,RSH1-L18,RSH1-L18,SH = TH,SH key = TH key
380,380,995,壞,坏,,bad,bad,huài,huài,"bad/spoiled, bad",huai4,0.02%,832,3,663,776,RTH1-L18,RTH1-L18,RSH1-L31,RSH1-L31,SH <> TH,SH key = TH key
381,381,405,初,初,,elementary,elementary,chū,chū,at first/(at the) beginning/first/junior/basic,chu1,0.03%,667,3,664,666,RTH1-L18,RTH1-L18,RSH1-L18,RSH1-L18,SH = TH,SH key = TH key
387,387,1386,幫,帮,v.,help,help,bāng,bāng,to assist/to support/to help/group/gang/party,bang1,0.02%,769,3,665,870,RTH1-L18,RTH1-L18,RSH1-L48,RSH1-L48,SH <> TH,SH key = TH key
397,397,428,雲,云,n.,cloud,cloud,yún,yún,"(classical) to say, cloud/(abbr.) for Yunnan/surname",yun2,0.03%,692,3,666,668,RTH1-L18,RTH1-L18,RSH1-L18,RSH1-L18,SH <> TH,SH key = TH key
398,398,426,雷,雷,n.,thunder,thunder,léi,léi,(surname)/thunder,lei2,0.03%,686,3,667,667,RTH1-L18,RTH1-L18,RSH1-L18,RSH1-L18,SH = TH,SH key = TH key
413,413,449,帝,帝,n.,sovereign,sovereign,dì,dì,emperor,di4,0.03%,612,3,668,672,RTH1-L18,RTH1-L18,RSH1-L18,RSH1-L18,SH = TH,SH key = TH key
417,417,290,適,适,,suitable,suitable,shì,shì|dí,to fit/to suit,shi4,0.03%,663,3,669,648,RTH1-L18,RTH1-L18,RSH1-L13,RSH1-L13,SH <> TH,SH key = TH key
421,421,455,背,背,n.,back,back,bèi,bèi|bēi,"carry on one's back, to be burdened/to carry on the back or shoulder, learn by heart/the back of the body",bei1/bei4,0.02%,787,3,670,673,RTH1-L18,RTH1-L18,RSH1-L18,RSH1-L18,SH = TH,SH key = TH key
450,450,485,暗,暗,adj.,dark,dark,àn,àn,"dark/gloomy/hidden/secret, to shut the door/unilluminated",an4,0.02%,829,3,671,674,RTH1-L19,RTH1-L19,RSH1-L19,RSH1-L19,SH = TH,SH key = TH key
454,454,487,竟,竟,,unexpectedly,unexpectedly,jìng,jìng,unexpectedly/actually/to go so far as to/indeed,jing4,0.03%,706,3,672,675,RTH1-L19,RTH1-L19,RSH1-L19,RSH1-L19,SH = TH,SH key = TH key
464,464,497,激,激,,excite,excite,jī,jī,to arouse/to incite/to excite/to stimulate/sharp/fierce/violent,ji1,0.03%,710,3,673,676,RTH1-L19,RTH1-L19,RSH1-L19,RSH1-L19,SH = TH,SH key = TH key
497,497,530,洋,洋,,ocean,ocean,yáng,yáng|yāng,foreign/ocean,yang2,0.02%,803,3,674,679,RTH1-L20,RTH1-L20,RSH1-L20,RSH1-L20,SH = TH,SH key = TH key
501,501,535,差,差,,fall short of,fall short of,chà,chà|chā|cī|chāi|cuō,"difference/discrepancy/to differ/error/to err/to make a mistake, differ from/short of/to lack/poor, send/a messenger/a mission/to commission, uneven",cha1/cha4/chai1/ci1,0.03%,732,3,675,681,RTH1-L20,RTH1-L20,RSH1-L20,RSH1-L20,SH = TH,SH key = TH key
505,505,540,誰,谁,,who?,who?,shéi,shuí,"who, who",shei2/shui2,0.03%,648,3,676,683,RTH1-L20,RTH1-L20,RSH1-L20,RSH1-L20,SH <> TH,SH key = TH key
512,512,545,習,习,,learn,learn,xí,xí,to practice/to study/habit,xi2,0.03%,676,3,677,684,RTH1-L20,RTH1-L20,RSH1-L20,RSH1-L20,SH <> TH,SH key = TH key
514,514,547,困,困,,trapped,trapped,kùn,kùn,"a bunch/tie together, distress/sleepy/doze off, sleepy/doze off",kun3/kun4,0.02%,868,3,678,685,RTH1-L21,RTH1-L21,RSH1-L21,RSH1-L21,SH = TH,SH key = TH key
515,515,548,固,固,,solid,solid,gù,gù,hard/strong/solid/sure,gu4,0.02%,893,3,679,686,RTH1-L21,RTH1-L21,RSH1-L21,RSH1-L21,SH = TH,SH key = TH key
539,539,575,恐,恐,v.,fear,fear,kǒng,kǒng,afraid/frightened/to fear,kong3,0.02%,891,3,680,688,RTH1-L21,RTH1-L21,RSH1-L21,RSH1-L21,SH = TH,SH key = TH key
543,543,580,怕,怕,v.,dread,dread,pà,pà,to be afraid/to fear,pa4,0.03%,631,3,681,690,RTH1-L21,RTH1-L21,RSH1-L21,RSH1-L21,SH = TH,SH key = TH key
544,544,581,忙,忙,adj.,busy,busy,máng,máng,busy,mang2,0.02%,827,3,682,691,RTH1-L21,RTH1-L21,RSH1-L21,RSH1-L21,SH = TH,SH key = TH key
546,546,999,懷,怀,,cherish,cherish,huái,huái,to think of/to cherish/mind/heart/bosom,huai2,0.02%,762,3,683,778,RTH1-L21,RTH1-L21,RSH1-L31,RSH1-L31,SH <> TH,SH key = TH key
1783,1783,570,恩,恩,,kindness,kindness,ēn,ēn,kind act (from above),en1,0.02%,888,3,684,687,RTH2-L21,RTH1-L21,RSH1-L21,RSH1-L21,SH = TH,SH key = TH key
550,550,587,拿,拿,v.,hold,hold,ná,ná,to hold/to seize/to catch/to apprehend/to take,na2,0.03%,645,3,685,692,RTH1-L22,RTH1-L22,RSH1-L22,RSH1-L22,SH = TH,SH key = TH key
556,556,590,抗,抗,v.,combat,combat,kàng,kàng,to resist/to fight/to defy,kang4,0.02%,766,3,686,693,RTH1-L22,RTH1-L22,RSH1-L22,RSH1-L22,SH = TH,SH key = TH key
562,562,597,括,括,,include,include,kuò,kuò|guā,enclose/include,kuo4,0.02%,850,3,687,695,RTH1-L22,RTH1-L22,RSH1-L22,RSH1-L22,SH = TH,SH key = TH key
564,564,599,揮,挥,,brandish,brandish,huī,huī,scatter/wield/wipe away,hui1,0.03%,742,3,688,696,RTH1-L22,RTH1-L22,RSH1-L22,RSH1-L22,SH <> TH,SH key = TH key
569,569,607,掉,掉,v.,drop,drop,diào,diào,to drop/to fall,diao4,0.02%,849,3,689,699,RTH1-L22,RTH1-L22,RSH1-L22,RSH1-L22,SH = TH,SH key = TH key
579,579,621,財,财,,riches,riches,cái,cái,money/wealth/riches/property/valuables,cai2,0.03%,680,3,690,701,RTH1-L22,RTH1-L22,RSH1-L22,RSH1-L22,SH <> TH,SH key = TH key
594,594,245,獲,获,,seize,seize,huò,huò,"to catch/to obtain/to capture, reap/harvest",huo4,0.03%,688,3,691,642,RTH1-L22,RTH1-L22,RSH1-L11,RSH1-L11,SH <> TH,SH key = TH key
596,596,640,歡,欢,,joyous,joyous,huān,huān,joyous/happy/pleased,huan1,0.03%,685,3,692,703,RTH1-L22,RTH1-L22,RSH1-L22,RSH1-L22,SH <> TH,SH key = TH key
600,600,649,股,股,,thigh,thigh,gǔ,gǔ,"share/portion/section/part/thigh/(a measure word, e.g. use with electric current)/whiff",gu3,0.03%,644,3,693,706,RTH1-L22,RTH1-L22,RSH1-L22,RSH1-L22,SH = TH,SH key = TH key
627,627,679,室,室,,room,room,shì,shì,room,shi4,0.03%,708,3,694,708,RTH1-L22,RTH1-L22,RSH1-L22,RSH1-L22,SH = TH,SH key = TH key
629,629,681,互,互,,mutual,mutual,hù,hù,mutual,hu4,0.02%,819,3,695,709,RTH1-L22,RTH1-L22,RSH1-L22,RSH1-L22,SH = TH,SH key = TH key
630,630,682,充,充,,sufficient,sufficient,chōng,chōng,fill/satisfy/fulfill/to act in place of/substitute/sufficient/full,chong1,0.03%,690,3,696,710,RTH1-L22,RTH1-L22,RSH1-L22,RSH1-L22,SH = TH,SH key = TH key
631,631,683,育,育,,education,education,yù,yù|yō,nourish/to rear,yu4,0.03%,609,3,697,711,RTH1-L22,RTH1-L22,RSH1-L22,RSH1-L22,SH = TH,SH key = TH key
644,644,697,松,松,,pine tree,pine tree,sōng,sōng,"loose/pine, loose",song1,0.02%,895,3,698,713,RTH1-L23,RTH1-L23,RSH1-L23,RSH1-L23,SH = TH,SH key = TH key
656,656,707,皮,皮,n.,covering,covering,pí,pí,leather/skin/fur,pi2,0.03%,741,3,699,714,RTH1-L24,RTH1-L24,RSH1-L24,RSH1-L24,SH = TH,SH key = TH key
657,657,708,波,波,,waves,waves,bō,bō,wave/ripple/storm/surge,bo1,0.03%,664,3,700,715,RTH1-L24,RTH1-L24,RSH1-L24,RSH1-L24,SH = TH,SH key = TH key
659,659,710,破,破,v.,break,break,pò,pò,to break/to split/broken/damaged/worn out,po4,0.03%,604,3,701,716,RTH1-L24,RTH1-L24,RSH1-L24,RSH1-L24,SH = TH,SH key = TH key
663,663,714,烈,烈,,intense,intense,liè,liè,ardent/intense/split/crack/rend,lie4,0.02%,802,3,702,717,RTH1-L24,RTH1-L24,RSH1-L24,RSH1-L24,SH = TH,SH key = TH key
666,666,717,耳,耳,,ear,ear,ěr,ěr,ear,er3,0.02%,887,3,703,718,RTH1-L24,RTH1-L24,RSH1-L24,RSH1-L24,SH = TH,SH key = TH key
670,670,721,職,职,,job,job,zhí,zhí,office/duty,zhi2,0.03%,616,3,704,719,RTH1-L24,RTH1-L24,RSH1-L24,RSH1-L24,SH <> TH,SH key = TH key
672,672,722,敢,敢,adj.,brave,brave,gǎn,gǎn,dare,gan3,0.02%,795,3,705,720,RTH1-L24,RTH1-L24,RSH1-L24,RSH1-L24,SH = TH,SH key = TH key
675,675,724,慢,慢,adj.,slow,slow,màn,màn,slow,man4,0.02%,822,3,706,721,RTH1-L24,RTH1-L24,RSH1-L24,RSH1-L24,SH = TH,SH key = TH key
677,677,996,環,环,n.,ring,ring,huán,huán,bracelet/ring (not for finger)/to surround/to loop/loop,huan2,0.03%,681,3,707,777,RTH1-L24,RTH1-L24,RSH1-L31,RSH1-L31,SH <> TH,SH key = TH key
684,684,1012,臨,临,,be about to,be about to,lín,lín,to face/to overlook/to arrive/to be (just) about to/just before,lin2,0.02%,839,3,708,784,RTH1-L24,RTH1-L24,RSH1-L32,RSH1-L32,SH <> TH,SH key = TH key
686,686,1013,堅,坚,adj.,firm,firm,jiān,jiān,strong/solid/firm/unyielding/resolute,jian1,0.03%,748,3,709,785,RTH1-L24,RTH1-L24,RSH1-L32,RSH1-L32,SH <> TH,SH key = TH key
691,691,741,男,男,n.,male,male,nán,nán,male,nan2,0.03%,602,3,710,723,RTH1-L24,RTH1-L24,RSH1-L24,RSH1-L24,SH = TH,SH key = TH key
697,697,751,架,架,n.,shelf,shelf,jià,jià,"to support/frame/rack/framework/measure word for planes, large vehicles, radios, etc.",jia4,0.02%,846,3,711,725,RTH1-L24,RTH1-L24,RSH1-L24,RSH1-L24,SH = TH,SH key = TH key
698,698,744,協,协,,cooperate,cooperate,xié,xié,cooperate/harmonize/to help/to assist/to join,xie2,0.03%,735,3,712,724,RTH1-L24,RTH1-L24,RSH1-L24,RSH1-L24,SH <> TH,SH key = TH key
703,703,757,待,待,v.,treat,treat,dài,dài|dāi,"stay/delay, wait/treat/deal with/need/about/intending to do something",dai1/dai4,0.03%,673,3,713,726,RTH1-L24,RTH1-L24,RSH1-L24,RSH1-L24,SH = TH,SH key = TH key
705,705,760,微,微,,tiny,tiny,wēi,wēi,micro/tiny/miniature,wei1,0.03%,653,3,714,727,RTH1-L24,RTH1-L24,RSH1-L24,RSH1-L24,SH = TH,SH key = TH key
1897,1897,1956,掌,掌,,palm of the hand,palm of the hand,zhǎng,zhǎng,in charge of/palm of hand,zhang3,0.02%,890,3,715,728,RTH2-L24,RTH1-L24,RSH2-L24,RSH1-L24,SH = TH,SH key = TH key
1933,1933,1993,徵,征,,solicit,solicit,zhēng,zhēng|zhǐ,attack/levy (troops or taxes)/journey/trip/expedition,zheng1,0.03%,739,3,716,729,RTH2-L24,RTH1-L24,RSH2-L24,RSH1-L24,SH <> TH,SH key = TH key
713,713,767,移,移,v.,shift,shift,yí,yí,to move/to shift/to change/to alter/to remove,yi2,0.02%,880,3,717,731,RTH1-L25,RTH1-L25,RSH1-L25,RSH1-L25,SH = TH,SH key = TH key
717,717,772,香,香,n.,perfume,perfume,xiāng,xiāng,fragrant/incense/(of food) savory/appetizing/sweet/scented/popular,xiang1,0.02%,776,3,718,732,RTH1-L25,RTH1-L25,RSH1-L25,RSH1-L25,SH = TH,SH key = TH key
735,735,792,策,策,,strategy,strategy,cè,cè,method/plan/policy/scheme,ce4,0.03%,714,3,719,734,RTH1-L25,RTH1-L25,RSH1-L25,RSH1-L25,SH = TH,SH key = TH key
1955,1955,2012,稅,税,n.,tax,tax,shuì,shuì,taxes/duties,shui4,0.02%,781,3,720,735,RTH2-L25,RTH1-L25,RSH2-L25,RSH1-L25,SH <> TH,SH key = TH key
738,738,796,份,份,,portion,portion,fèn,fèn,"(a measure word for gifts, copies of a newspaper)/copy (of newspaper, magazine, etc.)/share/portion/part/(a measure word)",fen4,0.02%,784,3,721,737,RTH1-L26,RTH1-L26,RSH1-L26,RSH1-L26,SH = TH,SH key = TH key
742,742,800,您,您,,you (respectful),you (respectful),nín,nín,you (formal),nin2,0.03%,726,3,722,738,RTH1-L26,RTH1-L26,RSH1-L26,RSH1-L26,SH = TH,SH key = TH key
751,751,809,仍,仍,adv.,still,still,réng,réng,still/yet/to remain,reng2,0.03%,601,3,723,739,RTH1-L26,RTH1-L26,RSH1-L26,RSH1-L26,SH = TH,SH key = TH key
759,759,818,停,停,v.,halt,halt,tíng,tíng,to stop/to halt,ting2,0.03%,693,3,724,740,RTH1-L26,RTH1-L26,RSH1-L26,RSH1-L26,SH = TH,SH key = TH key
760,760,819,倒,倒,,upside down,upside down,dǎo,dào|dǎo|dáo,"to fall/to collapse/to topple/to change/to fail/bankrupt, upset/turn over/to tip/to pour/to go home/to the contrary/inverted",dao3/dao4,0.03%,608,3,725,741,RTH1-L26,RTH1-L26,RSH1-L26,RSH1-L26,SH = TH,SH key = TH key
762,762,821,優,优,,excellent,excellent,yōu,yōu,excellent/superior,you1,0.02%,774,3,726,742,RTH1-L26,RTH1-L26,RSH1-L26,RSH1-L26,SH <> TH,SH key = TH key
763,763,822,傷,伤,n.,wound,wound,shāng,shāng,injure/injury/wound,shang1,0.03%,660,3,727,743,RTH1-L26,RTH1-L26,RSH1-L26,RSH1-L26,SH <> TH,SH key = TH key
766,766,825,付,付,v.,pay,pay,fù,fù,pay,fu4,0.02%,820,3,728,744,RTH1-L26,RTH1-L26,RSH1-L26,RSH1-L26,SH = TH,SH key = TH key
773,773,834,貨,货,,commodities,commodities,huò,huò,goods/money/commodity,huo4,0.02%,818,3,729,745,RTH1-L26,RTH1-L26,RSH1-L26,RSH1-L26,SH <> TH,SH key = TH key
778,778,839,久,久,,long time,long time,jiǔ,jiǔ,(long) time/(long) duration of time,jiu3,0.03%,637,3,730,746,RTH1-L26,RTH1-L26,RSH1-L26,RSH1-L26,SH = TH,SH key = TH key
785,785,848,坐,坐,,sit,sit,zuò,zuò,"to sit/to take a seat/to take (a bus, airplane etc.)",zuo4,0.03%,611,3,731,747,RTH1-L26,RTH1-L26,RSH1-L26,RSH1-L26,SH = TH,SH key = TH key
786,786,849,座,座,n.,seat,seat,zuò,zuò,"seat/base/stand/measure word for large, solid things",zuo4,0.02%,812,3,732,748,RTH1-L26,RTH1-L26,RSH1-L26,RSH1-L26,SH = TH,SH key = TH key
787,787,1435,檢,检,,examine,examine,jiǎn,jiǎn,to check/to examine/to inspect,jian3,0.03%,731,3,733,883,RTH1-L26,RTH1-L26,RSH1-L52,RSH1-L52,SH <> TH,SH key = TH key
788,788,1436,臉,脸,n.,face,face,liǎn,liǎn,face,lian3,0.03%,615,3,734,884,RTH1-L26,RTH1-L26,RSH1-L52,RSH1-L52,SH <> TH,SH key = TH key
1993,1993,2057,伯,伯,,father's older brother,father's older brother,bó,bǎi|bó,father's elder brother/senior/paternal elder uncle/eldest of brothers/respectful form of address,bo2,0.02%,821,3,735,749,RTH2-L26,RTH1-L26,RSH2-L26,RSH1-L26,SH = TH,SH key = TH key
2052,2052,2858,劍,剑,,saber,saber,jiàn,jiàn,(double-edged) sword,jian4,0.02%,869,3,736,891,RTH2-L26,RTH1-L26,RSH2-L52,RSH1-L52,SH <> TH,SH key = TH key
803,803,868,勞,劳,n.,labor,labor,láo,láo|lào,toil,lao2,0.03%,679,3,737,752,RTH1-L27,RTH1-L27,RSH1-L27,RSH1-L27,SH <> TH,SH key = TH key
805,805,870,善,善,,virtuous,virtuous,shàn,shàn,good,shan4,0.03%,749,3,738,753,RTH1-L27,RTH1-L27,RSH1-L27,RSH1-L27,SH = TH,SH key = TH key
807,807,872,夜,夜,,night,night,yè,yè,night,ye4,0.03%,665,3,739,754,RTH1-L27,RTH1-L27,RSH1-L27,RSH1-L27,SH = TH,SH key = TH key
810,810,1327,換,换,v.,exchange,exchange,huàn,huàn,change/exchange,huan4,0.02%,824,3,740,859,RTH1-L27,RTH1-L27,RSH1-L44,RSH1-L44,SH <> TH,SH key = TH key
813,813,876,游,游,,go swimming,go swimming,yóu,yóu,"to walk/to tour/to roam/to swim/to travel, to roam/travel",you2,0.03%,695,3,741,755,RTH1-L28,RTH1-L28,RSH1-L28,RSH1-L28,SH = TH,SH key = TH key
821,821,883,尼,尼,,nun,nun,ní,ní,Buddhist nun/(often used in phonetic spellings),ni2,0.03%,654,3,742,756,RTH1-L28,RTH1-L28,RSH1-L28,RSH1-L28,SH = TH,SH key = TH key
824,824,886,屋,屋,,habitation,habitation,wū,wū,house/room,wu1,0.02%,863,3,743,757,RTH1-L28,RTH1-L28,RSH1-L28,RSH1-L28,SH = TH,SH key = TH key
826,826,888,居,居,,reside,reside,jū,jū,reside,ju1,0.03%,678,3,744,758,RTH1-L28,RTH1-L28,RSH1-L28,RSH1-L28,SH = TH,SH key = TH key
828,828,892,層,层,,story,story,céng,céng,a measure word for layers/laminated/repeated/floor/story (of a building)/layer/(math.) sheaf,ceng2,0.03%,699,3,745,759,RTH1-L28,RTH1-L28,RSH1-L28,RSH1-L28,SH <> TH,SH key = TH key
830,830,896,戶,户,,door,door,hù,hù,a household/door/family,hu4,0.02%,801,3,746,760,RTH1-L28,RTH1-L28,RSH1-L28,RSH1-L28,SH <> TH,SH key = TH key
833,833,523,顧,顾,,look back,look back,gù,gù,look after/take into consideration/to attend to,gu4,0.02%,815,3,747,678,RTH1-L28,RTH1-L28,RSH1-L20,RSH1-L20,SH <> TH,SH key = TH key
837,837,904,福,福,,happiness,happiness,fú,fú,good fortune,fu2,0.03%,683,3,748,761,RTH1-L29,RTH1-L29,RSH1-L29,RSH1-L29,SH = TH,SH key = TH key
840,840,908,宗,宗,,religion,religion,zōng,zōng,school/sect/purpose/model/ancestor/family,zong1,0.03%,727,3,749,762,RTH1-L29,RTH1-L29,RSH1-L29,RSH1-L29,SH = TH,SH key = TH key
2100,2100,2159,款,款,,funds,funds,kuǎn,kuǎn,section/paragraph/funds,kuan3,0.02%,807,3,750,763,RTH2-L29,RTH1-L29,RSH2-L29,RSH1-L29,SH = TH,SH key = TH key
2104,2104,2016,祕,秘,,confidential,confidential,mì,mì|bì,secret,mi4,0.02%,896,3,751,736,RTH2-L29,RTH1-L29,RSH2-L25,RSH1-L25,SH <> TH,SH key = TH key
861,861,930,漸,渐,,gradually,gradually,jiàn,jiàn|jiān,"imbue, gradual/gradually",jian1/jian4,0.02%,870,3,752,765,RTH1-L30,RTH1-L30,RSH1-L30,RSH1-L30,SH <> TH,SH key = TH key
870,870,946,急,急,,anxious,anxious,jí,jí,hurried/worried,ji2,0.03%,657,3,753,767,RTH1-L30,RTH1-L30,RSH1-L30,RSH1-L30,SH = TH,SH key = TH key
881,881,956,康,康,adj.,hale,hale,kāng,kāng,peaceful/spongy (of radishes),kang1,0.02%,900,3,754,768,RTH1-L30,RTH1-L30,RSH1-L30,RSH1-L30,SH = TH,SH key = TH key
883,883,958,伊,伊,,Queen Elizabeth,Queen Elizabeth,yī,yī,he/she/(surname)/Iraq (abbrev.),yi1,0.02%,761,3,755,769,RTH1-L30,RTH1-L30,RSH1-L30,RSH1-L30,SH = TH,SH key = TH key
899,899,975,錯,错,,mistaken,mistaken,cuò,cuò,mistake/error/blunder/fault/cross/uneven/wrong,cuo4,0.03%,638,3,756,770,RTH1-L31,RTH1-L31,RSH1-L31,RSH1-L31,SH <> TH,SH key = TH key
900,900,976,散,散,,scattered,scattered,sǎn,sàn|sǎn,"leisurely/loosen/powdered medicine/to scatter/to come loose, adjourn/scatter",san3/san4,0.02%,866,3,757,771,RTH1-L31,RTH1-L31,RSH1-L31,RSH1-L31,SH = TH,SH key = TH key
904,904,979,席,席,,mat,mat,xí,xí,"banquet/woven mat/seat/place, woven mat",xi2,0.02%,894,3,758,772,RTH1-L31,RTH1-L31,RSH1-L31,RSH1-L31,SH = TH,SH key = TH key
910,910,985,判,判,v.,judge,judge,pàn,pàn,to judge/to sentence/to discriminate/to discern,pan4,0.03%,719,3,759,773,RTH1-L31,RTH1-L31,RSH1-L31,RSH1-L31,SH = TH,SH key = TH key
913,913,1224,勝,胜,,victory,victory,shèng,shèng,"(also sheng4) able to do/competent enough to, peptide, victorious",sheng1/sheng4,0.03%,743,3,760,843,RTH1-L31,RTH1-L31,RSH1-L39,RSH1-L39,SH <> TH,SH key = TH key
915,915,989,版,版,,printing plate,printing plate,bǎn,bǎn,a register/a block of printing/an edition/version/page,ban3,0.02%,810,3,761,774,RTH1-L31,RTH1-L31,RSH1-L31,RSH1-L31,SH = TH,SH key = TH key
925,925,994,否,否,,negate,negate,fǒu,fǒu|pǐ,"to negate/to deny/not, clogged/evil",fou3/pi3,0.03%,620,3,762,775,RTH1-L31,RTH1-L31,RSH1-L31,RSH1-L31,SH = TH,SH key = TH key
2181,2181,242,狀,状,,state of affairs,state of affairs,zhuàng,zhuàng,accusation/suit/state/condition/strong/great,zhuang4,0.03%,624,3,763,641,RTH2-L31,RTH1-L31,RSH1-L11,RSH1-L11,SH <> TH,SH key = TH key
930,930,1003,智,智,,wisdom,wisdom,zhì,zhì,wisdom/knowledge,zhi4,0.02%,885,3,764,779,RTH1-L32,RTH1-L32,RSH1-L32,RSH1-L32,SH = TH,SH key = TH key
937,937,1008,序,序,n.,preface,preface,xù,xù,order/sequence/preface,xu4,0.02%,836,3,765,780,RTH1-L32,RTH1-L32,RSH1-L32,RSH1-L32,SH = TH,SH key = TH key
938,938,1009,預,预,,beforehand,beforehand,yù,yù,to advance/in advance/beforehand/to prepare,yu4,0.03%,647,3,766,781,RTH1-L32,RTH1-L32,RSH1-L32,RSH1-L32,SH <> TH,SH key = TH key
939,939,1010,野,野,adj.,wild,wild,yě,yě,field/plain/open space/limit/boundary/rude/wild,ye3,0.02%,845,3,767,782,RTH1-L32,RTH1-L32,RSH1-L32,RSH1-L32,SH = TH,SH key = TH key
940,940,1011,班,班,,class,class,bān,bān,team/class/rank/squad/a work shift/a measure word/(a surname),ban1,0.02%,884,3,768,783,RTH1-L32,RTH1-L32,RSH1-L32,RSH1-L32,SH = TH,SH key = TH key
945,945,1021,彈,弹,,bullet,bullet,dàn,dàn|tán,"crossball/bullet/shot/shell/ball, impeach/to pluck a string/to play (a stringed musical instrument with fingers)",dan4/tan2,0.03%,632,3,769,786,RTH1-L32,RTH1-L32,RSH1-L32,RSH1-L32,SH <> TH,SH key = TH key
946,946,1023,佛,佛,,Buddha,Buddha,fó,fú|Fó,"Buddha/Buddhism, seemingly",fo2/fu2,0.02%,771,3,770,787,RTH1-L32,RTH1-L32,RSH1-L32,RSH1-L32,SH = TH,SH key = TH key
948,948,1024,弟,弟,,younger brother,younger brother,dì,dì|tì,younger brother,di4,0.02%,816,3,771,788,RTH1-L32,RTH1-L32,RSH1-L32,RSH1-L32,SH = TH,SH key = TH key
952,952,1029,射,射,v.,shoot,shoot,shè,shè,radio- (chem.)/shoot,she4,0.03%,703,3,772,789,RTH1-L33,RTH1-L33,RSH1-L33,RSH1-L33,SH = TH,SH key = TH key
953,953,1030,謝,谢,,thank,thank,xiè,xiè,(surname)/to thank,xie4,0.02%,897,3,773,790,RTH1-L33,RTH1-L33,RSH1-L33,RSH1-L33,SH <> TH,SH key = TH key
962,962,1042,追,追,,chase,chase,zhuī,zhuī,pursue (a problem)/to chase,zhui1,0.02%,768,3,774,792,RTH1-L33,RTH1-L33,RSH1-L33,RSH1-L33,SH = TH,SH key = TH key
972,972,1049,校,校,n.,school,school,xiào,xiào|jiào,"proofread/to check/to compare, school",jiao4/xiao4,0.03%,633,3,775,793,RTH1-L33,RTH1-L33,RSH1-L33,RSH1-L33,SH = TH,SH key = TH key
974,974,1051,跑,跑,v.,run,run,pǎo,pǎo|páo,to run/to escape,pao3,0.02%,864,3,776,794,RTH1-L33,RTH1-L33,RSH1-L33,RSH1-L33,SH = TH,SH key = TH key
977,977,1054,露,露,,dew,dew,lù,lù|lòu,to show/to reveal/to expos/dew,lu4/lou4,0.02%,841,3,777,795,RTH1-L33,RTH1-L33,RSH1-L33,RSH1-L33,SH = TH,SH key = TH key
982,982,1058,啊,啊,,aah!,aah!,ā,a|ā|á|ǎ|à,"(interj.)/ah, an interjection/to express doubt or to question/to show realization/to stress, (interj. for surprise), oh (interjection), (a modal particle showing affirmation, approval, or consent)",a1/a2/a3/a4/a,0.03%,753,3,778,796,RTH1-L34,RTH1-L34,RSH1-L34,RSH1-L34,SH = TH,SH key = TH key
984,984,1437,險,险,,perilous,perilous,xiǎn,xiǎn,danger (ous)/rugged,xian3,0.03%,672,3,779,885,RTH1-L34,RTH1-L34,RSH1-L52,RSH1-L52,SH <> TH,SH key = TH key
986,986,1060,陽,阳,,Yang,Yang,yáng,yáng,positive (electric.)/sun,yang2,0.03%,650,3,780,797,RTH1-L34,RTH1-L34,RSH1-L34,RSH1-L34,SH <> TH,SH key = TH key
991,991,1068,陣,阵,,battle formation,battle formation,zhèn,zhèn,disposition of troops/short period/wave/spate/burst/spell,zhen4,0.02%,788,3,781,799,RTH1-L34,RTH1-L34,RSH1-L34,RSH1-L34,SH <> TH,SH key = TH key
993,993,1071,降,降,,descend,descend,jiàng,jiàng|xiáng,"to drop/to fall/to come down/to descend, surrender",jiang4/xiang2,0.03%,744,3,782,800,RTH1-L34,RTH1-L34,RSH1-L34,RSH1-L34,SH = TH,SH key = TH key
994,994,1066,階,阶,,stairs,stairs,jiē,jiē,rank or step/stairs,jie1,0.03%,745,3,783,798,RTH1-L34,RTH1-L34,RSH1-L34,RSH1-L34,SH <> TH,SH key = TH key
999,999,1076,控,控,v.,control,control,kòng,kòng,to accuse/to charge/to control/to sue,kong4,0.02%,780,3,784,801,RTH1-L34,RTH1-L34,RSH1-L34,RSH1-L34,SH = TH,SH key = TH key
1021,1021,1174,網,网,n.,net,net,wǎng,wǎng,"net/network, a net",wang3,0.03%,605,3,785,834,RTH1-L35,RTH1-L35,RSH1-L38,RSH1-L38,SH <> TH,SH key = TH key
1024,1024,1493,灣,湾,n.,bay,bay,wān,wān,bay/gulf,wan1,0.02%,855,3,786,899,RTH1-L35,RTH1-L35,RSH1-L55,RSH1-L55,SH <> TH,SH key = TH key
1033,1033,1099,繼,继,v.,carry on,carry on,jì,jì,to continue/to follow after/then/afterwards/to go on with/to succeed/to inherit,ji4,0.03%,655,3,787,802,RTH1-L35,RTH1-L35,RSH1-L35,RSH1-L35,SH <> TH,SH key = TH key
1035,1035,662,樂,乐,,music,music,yuè,lè|yuè,"(surname)/happy/laugh/cheerful, (surname)/music",le4/yue4,0.03%,619,3,788,707,RTH1-L35,RTH1-L35,RSH1-L22,RSH1-L22,SH <> TH,SH key = TH key
